cdi,pl,lo,pn,ld,t,cb,ct,c,fr,hr,lc,lt,situation,id
"1966153325694","Personal Auto Line","closed","!@C@$L!@Y!#9 0#@2$#8!6@6#@PM","02.10.2020","22.03.2027 18:14:01","Dundee Investment Services","low","GBP","non-fault","phone","While attempting to make a grand entrance at a costume party, my cape got caught on a doorknob and I tripped, crashing into the cake.","property","WAL","31.07.2023 21:45:43"
"3895406714498","Road Risks","closed","!#C !L@!Y12!@0@$8!@7 $0 !C!@S","04.01.2019","03.12.2027 12:03:33","Edinburgh Equity Partners","","EUR","unknown","phone","I decided to test the endurance of my trampoline by attempting a double backflip, but I overshot and landed in a tree.","motor","ENG","31.07.2023 21:45:43"
"5984340552716","Property","open","C! LY! 23#6$@9@#7#!3!#L #O","21.04.2020","27.09.2024 09:10:38","Windsor Securities","medium","GBP","fault","web","While trying to impress my friends with my acrobatic skills, I attempted a backflip and crashed into a table full of snacks.","motor","SCO","31.07.2023 21:45:43"
"4485996172186","Commercial Auto Line","closed","# C!@LY@!3 3$ 5@ 3@87$@F$S","05.06.2020","24.06.2024 16:58:45","Belfast Bridge Street Brokers","medium","EUR","unknown","phone","","motor","SCO","31.07.2023 21:45:43"
"1995010176336","Commercial Auto Line","closed","@$C!$L#@Y$439! 5@!7!#1W$!T","15.11.2018","27.10.2024 11:26:00","Britannia Brokers","medium","GBP","not applicable","phone","I mistook my new laptop for a cutting board and accidentally sliced it with a kitchen knife.","motor","ENG","31.07.2023 21:45:43"
"3023052067163","Personal Auto Line","closed","$C @L#!Y#$5#51#!2#!6 8# H@$F","01.05.2020","08.03.2026 06:02:07","Cardiff Capital Consultants","high","EUR","fault","phone","I tried to impress my date by juggling flaming torches and accidentally set fire to my living room.","motor","NIR","31.07.2023 21:45:43"
"2882465713653","Property","open","#C$#L$@Y7$5#$1!@548Z@T","13.01.2022","09.03.2027 15:22:07","Surrey Sustainable Investments","high","GBP","fault","web","","motor","WAL","31.07.2023 21:45:43"
"3580829337351","Road Risks","closed"," !C@#L@#Y #15 !8@$3 51# B @O","29.05.2020","28.12.2026 16:05:53","Cardiff Corporate Finance","high","EUR","fault","phone","I thought it would be fun to use a leaf blower to dry my wet laundry, but it ended up scattering clothes all over the neighborhood.","motor","WAL","31.07.2023 21:45:43"
"1426893753324","Property","closed","C!@L#!Y$1@$42 $3$#7@!9 $NI","03.07.2021","25.06.2024 18:30:39","Glasgow Gatekeepers","low","EUR","fault","phone","I thought it would be entertaining to try a new hair dye color at home, but I accidentally dyed my hair a bright shade of neon green.","motor","","31.07.2023 21:45:43"
"7855772559973","Road Risks","open"," $CL#$Y5 5$!7$9$@75J!I","03.10.2018","21.06.2028 12:08:05","Manchester Money Lenders","low","GBP","fault","web","I decided to test the durability of a watermelon by dropping it from a balcony, but it shattered upon impact and made a mess on the sidewalk.","motor","ENG","31.07.2023 21:45:43"
"6206711455083","Property","closed"," CL#Y3 @3@0#@1$ 3!$3$!T@#C","27.02.2022","27.11.2025 21:50:46","Oxfordshire Brokers","medium","GBP","not applicable","web","","motor","SCO","31.07.2023 21:45:43"
"1038825332058","Commercial Auto Line","open","!CL !Y@7#@6$6 6#7$6#IW","03.12.2018","24.10.2026 01:16:50","","low","GBP","fault","phone","","motor","SCO","31.07.2023 21:45:43"
"5079462286350","Commercial Auto Line","closed","$@C !L@$Y @6#@3 #1!5! 0#$8@N !G","01.09.2020","16.09.2024 05:05:31","Glasgow Gate Securities","low","EUR","","web","I decided to test the stickiness of super glue by repairing my broken glasses, only to glue them to my forehead.","motor","ENG","31.07.2023 21:45:43"
"4748219640795","Commercial Auto Line","closed","$@C @LY3 !6$7@2$ 58Q$@B","12.01.2019","01.11.2025 15:33:09","Glasgow Gate Capital","low","EUR","not applicable","web","While trying to show off my basketball skills, I attempted a slam dunk and shattered the backboard.","motor","ENG","31.07.2023 21:45:43"
"6484659788411","Personal Auto Line","open","@C#@L$ Y671@ 95@$1#!X#!V","06.01.2023","18.08.2026 22:26:45","Southampton Stock Exchange","low","GBP","fault","web","While attempting to perform a magic trick with fire, I accidentally set my curtains ablaze.","","ENG","31.07.2023 21:45:43"
"848567491393","Personal Auto Line","open","!@C LY! 5$!2#!9 !81!@0$ T M","24.05.2022","10.10.2024 09:24:44","Dundee Derivatives Brokers","medium","GBP","fault","web","I thought it would be funny to try tightrope walking between two trees in the park, but I ended up slipping and falling into a pond.","motor","","31.07.2023 21:45:43"
"1111560912243","Commercial Auto Line","open","#!C#!L$ Y#$9$2$11 !9@6!WP","29.12.2019","13.02.2026 14:09:35","Sussex Stockbrokers","medium","EUR","non-fault","web","I thought it would be entertaining to have a water gun fight in the living room, but we ended up soaking all the furniture.","motor","ENG","31.07.2023 21:45:43"
"9397801522425","Property","open","!#C@#L#Y$8@$0 9!3$5@$7 @ZL","02.10.2021","11.07.2024 03:01:02","Belfast Business Partners","medium","EUR","fault","phone","I thought it would be fun to use a leaf blower to dry my wet laundry, but it ended up scattering clothes all over the neighborhood.","motor","SCO","31.07.2023 21:45:43"
"6850661208957","Personal Auto Line","closed","!#C!#LY!#1@8#1$#8 $57$!CS","30.12.2019","21.12.2026 22:11:38","Yorkshire Financial Group","medium","EUR","fault","web","I thought it would be fun to try riding a skateboard down a staircase, but I lost my balance and crashed into a wall.","motor","ENG","31.07.2023 21:45:43"
"465297559338","Commercial Auto Line","closed","!C#!LY#@1@69$ 6!@8@ 3!@DT","22.02.2019","27.12.2027 14:40:00","Leeds Asset Management","low","GBP","","web","I thought it would be fun to use a leaf blower to dry my wet laundry, but it ended up scattering clothes all over the neighborhood.","motor","NIR","31.07.2023 21:45:43"
"9632534086331","Personal Auto Line","","C# LY31@ 82$#6 !8$@B $N","26.10.2018","23.09.2023 12:21:45","Birmingham Broking Solutions","low","GBP","fault","web","I decided to test the heat resistance of my hairdryer by pointing it at a lit candle, resulting in a singed hairstyle and a burnt hairdryer.","motor","ENG","31.07.2023 21:45:43"
"6376983242398","Commercial Auto Line","closed"," $C@$LY 4# 8$#3@84#1!Q$@T","05.10.2020","04.08.2027 09:43:34","Dundee Investment Services","low","GBP","unknown","mail","I decided to test the strength of a hammock by jumping onto it from a tree branch, only to have it rip and send me crashing to the ground.","motor","ENG","31.07.2023 21:45:43"
"8033074749990","Commercial Auto Line","open","C@L@#Y@ 70!#5! 8@$56U G","03.11.2022","15.07.2028 17:27:42","Kent Key Investments","medium","EUR","unknown","phone","While attempting to perform a magic trick with fire, I accidentally set my curtains ablaze.","motor","NIR","31.07.2023 21:45:43"
"5520231708381","Commercial Auto Line","open","@!C$L$@Y$5!#8# 3!#4@!0 @2@L$V","14.01.2023","","Westminster Wealth Management","high","EUR","non-fault","phone","I decided to test the endurance of my trampoline by attempting a double backflip, but I overshot and landed in a tree.","motor","NIR","31.07.2023 21:45:43"
"8129452991224","Property","open","@#C !L$Y$ 33!#8$@9 #3!@3 !S$#Y","02.10.2022","25.10.2024 00:19:23","Aberdeen Advisory Group","high","EUR","unknown","web","I decided to test the strength of a chair by standing on it, but it collapsed, and I fell onto the floor.","motor","WAL","31.07.2023 21:45:43"
"2706781278965","Road Risks","closed","CLY@ 135@#3$8@6 !K $F","10.05.2020","16.08.2023 04:37:21","Liverpool Lenders","medium","EUR","non-fault","web","","motor","ENG","31.07.2023 21:45:43"
"9863184290302","Property","closed"," $C@#LY# 3# 1 6!$5 $9 @9 $X @H","08.02.2021","24.05.2024 18:23:20","Cambridge Corporate Finance","high","EUR","fault","phone","I decided to test the strength of a hammock by jumping onto it from a tree branch, only to have it rip and send me crashing to the ground.","motor","NIR","31.07.2023 21:45:43"
"5451116382584","Property","open","$#C L@#Y#@7@$3 1 $2$!2 #0$!M!X","13.08.2022","24.09.2023 02:16:24","Kent Key Investments","medium","GBP","fault","web","I thought it would be fun to use a fire extinguisher as a makeshift rocket launcher, but it only resulted in a cloud of white foam and a ruined carpet.","motor","ENG","31.07.2023 21:45:43"
"8041853804140","Road Risks","closed","@!C@ L@Y 8!#1#@8#!6@#14 #QF","27.01.2020","05.09.2026 06:27:29","Glasgow Gatekeepers","medium","EUR","","phone","While attempting to do a handstand on a yoga ball, I lost my balance and crashed into a set of dumbbells.","property","ENG","31.07.2023 21:45:43"
"9799526904520","Property","open","@$CL@$Y2$ 6! 6#@2 9 $0 !M!#F","30.05.2020","05.01.2025 21:38:21","Cardiff Capital Brokers","low","GBP","non-fault","phone","I thought it would be fun to try riding a skateboard down a staircase, but I lost my balance and crashed into a wall.","","","31.07.2023 21:45:43"
"1432437030547","Commercial Auto Line","closed","$ CL@$Y@2 #7 !71! 3@2S$ A","11.10.2018","18.02.2027 05:37:56","Kent Key Investments","high","GBP","non-fault","phone","I thought it would be entertaining to have a water gun fight in the living room, but we ended up soaking all the furniture.","motor","WAL","31.07.2023 21:45:43"
"627799146922","Personal Auto Line","closed"," #CL@$Y3 !0#!0!$8#@8#$6#$SQ","13.06.2021","08.04.2026 15:04:21","Glasgow Growth Securities","high","GBP","fault","web","","motor","NIR","31.07.2023 21:45:43"
"4540281712850","Commercial Auto Line","open","!#C! L!Y@!4!#5! 6!$2!$1# 8!#PY","13.12.2021","10.05.2026 18:40:12","Liverpool Leveraged Finance","medium","EUR","","web","I decided to test the flexibility of my yoga skills by attempting a full split, but I ended up pulling a muscle and toppling over.","motor","WAL","31.07.2023 21:45:43"
"6098359926829","Commercial Auto Line","open","@C@L! Y$ 54$8$#7#97@!I@!T","09.03.2022","27.01.2028 08:56:47","Edinburgh Elite Equity","high","GBP","unknown","phone","","motor","WAL","31.07.2023 21:45:43"
"2370690594177","","closed","@C#@L!@Y!9@$9! 24 #7 6@$F$#O","12.03.2022","16.09.2024 22:40:45","Manchester Money Lenders","medium","GBP","fault","phone","While attempting to fix a leaky faucet, I accidentally broke the handle and water started spraying everywhere.","motor","ENG","31.07.2023 21:45:43"
"4775727408692","Personal Auto Line","closed"," #C !L !Y!@6 1$#6$!0 @1 !3T#$V","14.02.2019","22.10.2027 22:04:50","Cardiff Capital Market Solutions","medium","EUR","","web","I thought it would be funny to dress up as a superhero and attempt to fly off a low roof, but I ended up crash-landing into a bush.","motor","SCO","31.07.2023 21:45:43"
"4704154841261","Road Risks","open","!$C!#L $Y#59# 476@#2@ B!R","31.12.2019","04.03.2024 21:25:20","Birmingham Bond Traders","high","EUR","fault","web","I thought it would be fun to use a leaf blower to dry my wet laundry, but it ended up scattering clothes all over the neighborhood.","motor","","31.07.2023 21:45:43"
"1939003342130","Road Risks","open","!$C@!L#Y #1@!2# 4 @9@#89$@N#A","04.02.2019","18.09.2025 21:14:02","Aberdeen Asset Management","high","GBP","not applicable","phone","I thought it would be funny to dress up as a scarecrow and surprise my friends in the garden, but I ended up scaring away the birds and ruining the plants.","motor","ENG","31.07.2023 21:45:43"
"9535580345697","Commercial Auto Line","open","CL$!Y8 !73#$5!$9# 6#AN","06.02.2021","","Oxfordshire Options Trading","high","EUR","unknown","web","I decided to test the strength of a piñata by using a baseball bat, but I swung too hard and accidentally hit my neighbor's car.","motor","WAL","31.07.2023 21:45:43"
"7475489897517","Property","closed","C! L#@Y!84#@5@$0$2$7Q B","21.01.2022","12.06.2024 05:58:38","Kent Key Investments","medium","GBP","non-fault","web","I thought it would be funny to dress up as a scarecrow and surprise my friends in the garden, but I ended up scaring away the birds and ruining the plants.","motor","WAL","31.07.2023 21:45:43"
"966282973094","Road Risks","open","@C!$LY4 @4#95# 6@5@I#J","","13.08.2026 23:36:49","Norfolk Investment Solutions","low","GBP","unknown","phone","I decided to test the durability of my new shoes by wearing them during a muddy obstacle course race, only to have them completely ruined by the end.","motor","","31.07.2023 21:45:43"
"7781458337871","Property","open","!C$ L#@Y#!0@$8 $1 #5!#4@ 1@!S$#Y","20.12.2021","23.04.2024 06:06:54","Belfast Brokers","high","GBP","not applicable","mail","I decided to test the endurance of my trampoline by attempting a double backflip, but I overshot and landed in a tree.","motor","NIR","31.07.2023 21:45:43"
"9444510840871","Commercial Auto Line","closed","$@C!@L@#Y@ 39@06!$27 I! V","11.04.2023","02.06.2028 10:26:34","Kent Financial Group","low","EUR","fault","mail","I tried to recreate a famous movie scene by driving my car through a billboard. The billboard won.","motor","WAL","31.07.2023 21:45:43"
"6081032383921","Personal Auto Line","closed","CL#Y $6!#2@ 2 #7$#4 @1$WH","","05.07.2026 16:00:39","Cambridge Capital Solutions","low","EUR","unknown","phone","I decided to test the strength of a hammock by jumping onto it from a tree branch, only to have it rip and send me crashing to the ground.","motor","SCO","31.07.2023 21:45:43"
"1668620248849","Commercial Auto Line","open","C$#LY !324#$3@#3$#5 @G#@B","21.07.2021","16.03.2025 09:46:39","Cardiff Capital Consultants","high","EUR","non-fault","phone","While attempting to fix a leaky roof, I accidentally stepped on a weak spot and fell through the ceiling, landing in the living room.","motor","ENG","31.07.2023 21:45:43"
"8417327772078","Property","open","C $L !Y$3@$6$!0#$9$#7! 4$!T$Q","15.08.2021","25.04.2027 17:55:16","Edinburgh Earnings Advisors","low","EUR","fault","web","I decided to test the slipperiness of a banana peel by stepping on it, but it sent me sliding across the floor and crashing into a bookshelf.","motor","ENG","31.07.2023 21:45:43"
"8595384014300","Personal Auto Line","","# C $LY$!066$57 !8I#$P","02.01.2022","28.08.2025 07:22:12","Edinburgh Equity Exchange","high","GBP","not applicable","phone","While attempting to fix a leaky faucet, I accidentally broke the handle and water started spraying everywhere.","motor","NIR","31.07.2023 21:45:43"
"3332362353095","Road Risks","open","@!C@LY@!9!#5$1@#053R$#B","12.07.2022","11.07.2024 22:12:18","Leeds Asset Management","high","GBP","not applicable","phone","I thought it would be fun to try water skiing in a small inflatable pool, but I ended up flipping over and getting stuck with my feet in the air.","motor","","31.07.2023 21:45:43"
"9517645081067","Property","closed","!CLY$!7$#9!9#@8#2@!3$@G! Q","25.01.2023","27.08.2027 22:07:37","Liverpool Investment Services","low","EUR","fault","phone","I accidentally used superglue instead of eye drops and spent the entire day with my eyelids glued shut.","motor","WAL","31.07.2023 21:45:43"
"9180962265805","Road Risks","closed","!C!#L Y $4#$91# 4 @9 @6@Z!@N","10.03.2022","23.01.2027 12:52:13","Newcastle National Wealth","high","GBP","not applicable","web","","property","NIR","31.07.2023 21:45:43"
"5321704349425","Road Risks","open","!CL$Y3# 3$#3#$0#4#@6#@X #P","18.01.2021","09.06.2027 22:33:25","Leeds Loan Brokers","high","GBP","unknown","web","While trying to take a selfie with a statue, I accidentally knocked it over and broke it into pieces.","motor","","31.07.2023 21:45:43"
